source_file,source_path,extraction_status,extraction_error,evaluation_metadata.benchmark_run_metadata.benchmark_run_id,evaluation_metadata.benchmark_run_metadata.interview_id,evaluation_metadata.benchmark_run_metadata.system_prompt_id,evaluation_metadata.benchmark_run_metadata.system_prompt_generator,evaluation_metadata.benchmark_run_metadata.rag_model_id,evaluation_metadata.benchmark_run_metadata.corpus_condition,evaluation_metadata.benchmark_run_metadata.replicate_id,evaluation_metadata.condition,evaluation_metadata.scenario_id,comparison_ready_summary.primary_recommended_comparison_threshold,comparison_ready_summary.confidence_tradeoff.increment_from_high_and_moderate_to_all_confidence,comparison_ready_summary.confidence_tradeoff.increment_from_high_to_high_and_moderate,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.f1,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.false_negatives,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.false_positives,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.precision,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.recall,comparison_ready_summary.mechanism_first_identification.all_identified_confidence_levels.true_positives,comparison_ready_summary.mechanism_first_identification.high_and_moderate.f1,comparison_ready_summary.mechanism_first_identification.high_and_moderate.false_negatives,comparison_ready_summary.mechanism_first_identification.high_and_moderate.false_positives,comparison_ready_summary.mechanism_first_identification.high_and_moderate.precision,comparison_ready_summary.mechanism_first_identification.high_and_moderate.recall,comparison_ready_summary.mechanism_first_identification.high_and_moderate.true_positives,comparison_ready_summary.mechanism_first_identification.high_only.f1,comparison_ready_summary.mechanism_first_identification.high_only.false_negatives,comparison_ready_summary.mechanism_first_identification.high_only.false_positives,comparison_ready_summary.mechanism_first_identification.high_only.precision,comparison_ready_summary.mechanism_first_identification.high_only.recall,comparison_ready_summary.mechanism_first_identification.high_only.true_positives,comparison_ready_summary.segment_detection.all_identified_confidence_levels.correct_rejections,comparison_ready_summary.segment_detection.all_identified_confidence_levels.f1,comparison_ready_summary.segment_detection.all_identified_confidence_levels.false_alarm_rate,comparison_ready_summary.segment_detection.all_identified_confidence_levels.false_alarms,comparison_ready_summary.segment_detection.all_identified_confidence_levels.hit_rate,comparison_ready_summary.segment_detection.all_identified_confidence_levels.hits,comparison_ready_summary.segment_detection.all_identified_confidence_levels.misses,comparison_ready_summary.segment_detection.high_and_moderate.correct_rejections,comparison_ready_summary.segment_detection.high_and_moderate.f1,comparison_ready_summary.segment_detection.high_and_moderate.false_alarm_rate,comparison_ready_summary.segment_detection.high_and_moderate.false_alarms,comparison_ready_summary.segment_detection.high_and_moderate.hit_rate,comparison_ready_summary.segment_detection.high_and_moderate.hits,comparison_ready_summary.segment_detection.high_and_moderate.misses,comparison_ready_summary.segment_detection.high_only.correct_rejections,comparison_ready_summary.segment_detection.high_only.f1,comparison_ready_summary.segment_detection.high_only.false_alarm_rate,comparison_ready_summary.segment_detection.high_only.false_alarms,comparison_ready_summary.segment_detection.high_only.hit_rate,comparison_ready_summary.segment_detection.high_only.hits,comparison_ready_summary.segment_detection.high_only.misses,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.f1,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.false_negatives,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.false_positives,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.precision,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.recall,comparison_ready_summary.strict_instance_identification.all_identified_confidence_levels.true_positives,comparison_ready_summary.strict_instance_identification.high_and_moderate.f1,comparison_ready_summary.strict_instance_identification.high_and_moderate.false_negatives,comparison_ready_summary.strict_instance_identification.high_and_moderate.false_positives,comparison_ready_summary.strict_instance_identification.high_and_moderate.precision,comparison_ready_summary.strict_instance_identification.high_and_moderate.recall,comparison_ready_summary.strict_instance_identification.high_and_moderate.true_positives,comparison_ready_summary.strict_instance_identification.high_only.f1,comparison_ready_summary.strict_instance_identification.high_only.false_negatives,comparison_ready_summary.strict_instance_identification.high_only.false_positives,comparison_ready_summary.strict_instance_identification.high_only.precision,comparison_ready_summary.strict_instance_identification.high_only.recall,comparison_ready_summary.strict_instance_identification.high_only.true_positives,comparison_ready_summary.taxonomy_gap.all_identified_confidence_levels.mechanism_first_f1_minus_strict_f1,comparison_ready_summary.taxonomy_gap.high_and_moderate.mechanism_first_f1_minus_strict_f1,comparison_ready_summary.taxonomy_gap.high_only.mechanism_first_f1_minus_strict_f1,evaluation_metadata.benchmark_run_metadata.decoding_configuration_id,evaluation_metadata.benchmark_run_metadata.retrieval_configuration_id,evaluation_metadata.benchmark_run_metadata.segment_map_id,evaluation_metadata.benchmark_run_metadata.temperature,evaluation_metadata.domain_id,evaluation_metadata.rag_output_parse_status,evaluation_metadata.rag_schema_assessment,evaluation_metadata.segment_map_status,evaluation_metadata.task,overall_evaluation_summary.benchmark_interpretation,overall_evaluation_summary.hidden_total_planned_occurrences,overall_evaluation_summary.main_failure_modes,overall_evaluation_summary.main_strengths,overall_evaluation_summary.mechanism_first_result,overall_evaluation_summary.rag_total_candidate_biases,overall_evaluation_summary.rag_total_identified_occurrences,overall_evaluation_summary.segment_level_primary_result,overall_evaluation_summary.strict_label_plus_mechanism_result
Analysis Gemini Embed HC_Ambigious_2.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Ambigious_2.json,ok,,HC_Ambigious_2_Gemini_on,HC_Ambigious_2,Gemini,Prompt 1_2,v1.0.0,on,,ambiguous_control,,high_and_moderate,No change; there are no identified occurrences at any confidence level.,No change; candidates are excluded and there are no identified occurrences.,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,16,0.0,0.0,0,0.0,0,0,16,0.0,0.0,0,0.0,0,0,16,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,,k=25,,1,,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,This run is a successful ambiguous-control result. The RAG system abstained from Impact Bias and Omission Bias claims and handled plausible near-neighbor interpretations as rejected candidates.,0,[],"[""Correctly produced no identified bias occurrences in a zero-occurrence control."",""Appropriately retained four plausible alternatives as non-counted candidates."",""Used valid interview evidence without fabricated or unsupported occurrence quotes.""]",No target occurrences were requested or identified; occurrence counts match exactly.,4,0,Perfect zero-bias-control detection: 16 correct rejections and no false alarms.,No target occurrences were requested or identified; occurrence counts match exactly.
Analysis Gemini Embed HC_Biased_1.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Biased_1.json,ok,,HC_Biased_1_Gemini_on,HC_Biased_1,Gemini,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_1,high_and_moderate,No change; there are no low-confidence identified occurrences.,"Adding moderate-confidence findings changes segment detection from 0.0 to 1.0 hit rate and mechanism-first instance F1 from 0.0 to 0.666667, while strict F1 remains 0.0.",0.666667,0,1,0.5,1.0,1,0.666667,0,1,0.5,1.0,1,0.0,1,0,0.0,0.0,0,7,1.0,0.0,0,1.0,1,0,7,1.0,0.0,0,1.0,1,0,7,0.0,0.0,0,0.0,0,1,0.0,1,2,0.0,0.0,0,0.0,1,2,0.0,0.0,0,0.0,1,0,0.0,0.0,0,0.666667,0.666667,0.0,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,The run detects the target reasoning episode and its mechanism but fails strict ontology matching because it labels Expectation Bias as anchoring and overdetects a related but distinct search-termination construct.,1,"[""Wrong target label despite correct localization and mechanism."",""Additional search-satisficing claim with a distinct diagnostic-search mechanism."",""All findings were only moderate confidence.""]","[""Exact valid interview evidence for the primary finding."",""Correct localization to the post-ECG ambiguous-vital-sign episode."",""No negative-segment false alarms and no unsupported or fabricated quotes.""]","One mechanism-first true positive and one partial-mechanism false positive, yielding precision 0.5, recall 1.0, and F1 0.666667 at moderate-inclusive thresholds.",0,2,"Perfect segment-level detection at high_and_moderate and all-confidence thresholds: 1 hit, 0 misses, 0 false alarms, and 7 correct rejections.",No strict true positive: anchoring is a near-neighbor label despite full mechanism and exact localization; search satisficing is an additional partial-mechanism prediction.
Analysis Gemini Embed HC_Biased_2.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Biased_2.json,ok,,HC_Biased_2_Gemini_on,HC_Biased_2,Gemini,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_2,high_and_moderate,"Adding the low-confidence Omission Bias occurrence raises segment hit rate from 0.5 to 1.0 and mechanism-first F1 from 0.5 to 0.8, while strict F1 rises from 0.0 to 0.4.","No change: the correctly localized Omission Bias occurrence is low confidence, so moderate-inclusive scoring remains at segment hit rate 0.5 and mechanism-first F1 0.5.",0.8,0,1,0.666667,1.0,2,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,1,18,1.0,0.0,0,1.0,2,0,18,0.666667,0.0,0,0.5,1,1,18,0.666667,0.0,0,0.5,1,1,0.4,1,2,0.333333,0.5,1,0.0,2,2,0.0,0.0,0,0.0,2,2,0.0,0.0,0,0.4,0.5,0.5,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,This run shows strong mechanism-sensitive detection but weaker strict ontology adherence and confidence calibration. The main taxonomy gap is the substitution of Affect Heuristic for the hidden Impact Bias construct.,2,"[""The correct Omission Bias occurrence was assigned low confidence, causing it to be excluded from the recommended threshold."",""Impact Bias was labeled as Affect Heuristic, producing a strict taxonomy error despite full mechanism and localization agreement."",""An additional Omission Bias occurrence was assigned to the wrong decision episode.""]","[""All identified occurrences used valid interview evidence."",""The Impact Bias mechanism was localized correctly and captured fully."",""Candidates were appropriately withheld rather than promoted without sufficient mechanism evidence."",""No negative eligible segment was falsely flagged.""]","Mechanism-first performance is 0.5 F1 at high-only and high-and-moderate thresholds and 0.8 F1 at all confidence levels, with both hidden mechanisms correctly localized and supported when low confidence is included.",2,3,"At the recommended high-and-moderate threshold, the run detects one of two positive reasoning segments with no segment false alarms; including low confidence yields complete segment detection.","Strict performance is zero at high-only and high-and-moderate thresholds because the correct Omission Bias prediction is low confidence and the Impact Bias prediction uses the near-neighbor Affect Heuristic label; all-confidence strict precision is 0.333, recall 0.5, and F1 0.4."
Analysis Gemini Embed HC_Biased_3.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Biased_3.json,ok,,HC_Biased_3_Gemini_on,HC_Biased_3,Gemini,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_3,high_and_moderate,No change; there are no low-confidence identified occurrences.,"Segment F1 rises from 0.5000 to 0.8000 and mechanism-first instance F1 rises from 0.5000 to 0.6667, while strict instance F1 falls from 0.5000 to 0.3333 because moderate near-neighbor and duplicate claims add strict false positives.",0.6667,1,1,0.6667,0.6667,2,0.6667,1,1,0.6667,0.6667,2,0.5,2,0,1.0,0.3333,1,5,0.8,0.0,0,0.6667,2,1,5,0.8,0.0,0,0.6667,2,1,5,0.5,0.0,0,0.3333,1,2,0.3333,2,2,0.3333,0.3333,1,0.3333,2,2,0.3333,0.3333,1,0.5,2,0,1.0,0.3333,1,0.3333,0.3333,0.0,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This run has strong segment detection and good mechanism coverage at moderate confidence, but strict ontology performance is limited by near-neighbor labeling and duplicate reporting. The candidate handling shows conservative calibration, although it lowers identified-occurrence recall for Action Bias.",3,"[""Near-neighbor taxonomy errors around Premature Closure"",""Duplicate predictions for the same Premature Closure instance"",""Failure to promote the well-supported Action Bias candidate"",""Unverifiable claimed corpus citations""]","[""Exact identification and localization of Outcome Bias"",""Valid, directly supportive interview quotations"",""No segment-level false alarms on the neutral disposition reasoning"",""Useful abstention rationale for the Action Bias candidate""]","Two of three hidden instances are mechanism-first true positives. Search satisficing fully captures the Premature Closure mechanism, while the duplicate anchoring claim remains a false positive.",1,3,The RAG detects 2 of 3 positive reasoning segments with no segment-level false alarms at the recommended high-and-moderate threshold.,One of three hidden instances is a strict true positive. Outcome Bias is exact; the Premature Closure episode is mislabeled with near-neighbor constructs and duplicated; Action Bias is missed as candidate-only.
Analysis Gemini Embed HC_Biased_4.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Biased_4.json,ok,,HC_Biased_4_Gemini_on,HC_Biased_4,Gemini,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_4,high_and_moderate,No change; no low-confidence identified occurrences were present.,Segment F1 rises from 0.6667 to 1.0000; strict instance F1 rises from 0.0000 to 0.5000; mechanism-first F1 rises from 0.3333 to 0.7500.,0.75,1,1,0.75,0.75,3,0.75,1,1,0.75,0.75,3,0.3333,3,1,0.5,0.25,1,4,1.0,0.0,0,1.0,4,0,4,1.0,0.0,0,1.0,4,0,4,0.6667,0.0,0,0.5,2,2,0.5,2,2,0.5,0.5,2,0.5,2,2,0.5,0.5,2,0.0,4,2,0.0,0.0,0,0.25,0.25,0.3333,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run has excellent segment-level detection and strong mechanism-first performance, but strict label fidelity is limited by near-neighbor substitutions for Affect Heuristic and Primacy Bias.",4,"[""Near-neighbor taxonomy substitutions for Affect Heuristic and Primacy Bias."",""Availability analysis does not fully distinguish emotional residue from ease of recall."",""Two moderate-confidence findings are missed at the high-only threshold.""]","[""All four identified occurrences are validly quoted and localized to positive segments."",""Decoy Effect is an exact label and mechanism match."",""Status quo bias is supported by a full default-acceptance mechanism and an explicit default-bias alternative label."",""Candidates are appropriately withheld from identified findings.""]","3 of 4 hidden instances are mechanism-first true positives. The primacy/anchoring prediction is credited for full mechanism match, while the affect/availability prediction remains a partial mechanism match.",2,4,"Perfect segment detection at high_and_moderate and all-confidence thresholds, with no segment-level false alarms; high-only recall is 0.5000 because two moderate findings are excluded.",2 of 4 hidden instances are strict true positives. The affect and primacy instances are correctly localized but receive near-neighbor labels; default bias is credited through an approved equivalent label.
Analysis Gemini Embed HC_Biased_5.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Biased_5.json,ok,,HC_Biased_5_Gemini_on,HC_Biased_5,Gemini,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_5,high_and_moderate,No low-confidence occurrences were present.,Adding three moderate-confidence occurrences changes strict scoring from 2 TP/0 FP to 3 TP/2 FP and mechanism-first scoring from 2/5 to 5/5.,1,0,0,1,1,5,1,0,0,1,1,5,0.5714,3,0,1,0.4,2,9,1,0,0,1,5,0,9,1,0,0,1,5,0,9,0.5714,0,0,0.4,2,3,0.6,2,2,0.6,0.6,3,0.6,2,2,0.6,0.6,3,0.5714,3,0,1,0.4,2,0.4,0.4,0,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,"The run has perfect segment detection and mechanism-level recovery once moderate confidence is included, but strict ontology scoring exposes a taxonomy gap for two near-neighbor labels.",5,"[""Two correct-location predictions used near-neighbor labels: availability heuristic for Risk Tolerance/aversion and overconfidence effect for Optimism Bias."",""Moderate-confidence findings were omitted at the high-only threshold."",""Corpus support for one occurrence was not independently verifiable.""]","[""All five occurrences used valid supportive interview quotations."",""All five mechanisms localized to the correct episodes."",""No candidates, duplicates, unsupported quotes, or segment false alarms were present.""]","At high-and-moderate/all confidence: all five hidden mechanisms were correctly localized and detected (precision 1.0000, recall 1.0000, F1 1.0000).",0,5,All five positive segments were detected with no segment-level false alarms at high-and-moderate and all-confidence thresholds; high-only detected 2/5.,"At high-and-moderate/all confidence: 3 true positives, 2 false negatives, and 2 false positives (precision 0.6000, recall 0.6000, F1 0.6000)."
Analysis Gemini Embed HC_Biased_6.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Biased_6.json,ok,,HC_Biased_6_Gemini_on,HC_Biased_6,Gemini,Prompt 1_2,v1.0.0,on,,biased,HC_Biased_6,high_and_moderate,No change: no low-confidence findings.,No change: no moderate-confidence findings.,0.9091,1,0,1.0,0.8333,5,0.9091,1,0,1.0,0.8333,5,0.9091,1,0,1.0,0.8333,5,2,0.9091,0.0,0,0.8333,5,1,2,0.9091,0.0,0,0.8333,5,1,2,0.9091,0.0,0,0.8333,5,1,0.7273,2,1,0.8,0.6667,4,0.7273,2,1,0.8,0.6667,4,0.7273,2,1,0.8,0.6667,4,0.1818,0.1818,0.1818,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,"Strong segment detection and mechanism recognition, with a taxonomy gap from the availability-versus-recency substitution and one conservative candidate abstention.",6,"[""Near-neighbor availability heuristic label substituted for Recency Bias."",""Ambiguity-avoidance instance remained candidate-only."",""One claimed corpus citation was unverifiable.""]","[""All identified occurrences had valid supportive evidence."",""All identified occurrences localized to positive segments."",""Four targets were captured with exact or approved-equivalent labels.""]",Five of six hidden mechanisms were correctly localized and identified.,1,5,Five of six positive reasoning segments were detected with no false alarms.,Four of six hidden instances were strict true positives; recency was labeled availability heuristic and ambiguity was not identified.
Analysis Gemini Embed HC_Biased_7.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Biased_7.json,ok,,HC_Biased_7_Gemini_on,HC_Biased_7,Gemini,Prompt 1_2,v1.0.0,on,null,biased,HC_Biased_7,high_and_moderate,No change because there are no low-confidence identified occurrences.,"Segment hit rate rises from 0.286 to 0.429; strict F1 falls from 0.444 to 0.400, while mechanism-first F1 rises from 0.444 to 0.600.",0.6,4,0,1.0,0.428571429,3,0.6,4,0,1.0,0.428571429,3,0.444444444,5,0,1.0,0.285714286,2,8,0.6,0.0,0,0.428571429,3,4,8,0.6,0.0,0,0.428571429,3,4,8,0.444444444,0.0,0,0.285714286,2,5,0.4,5,1,0.666666667,0.285714286,2,0.4,5,1,0.666666667,0.285714286,2,0.444444444,5,0,1.0,0.285714286,2,0.2,0.2,0.0,null,k=25,null,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This corpus-on run shows conservative, low-recall detection with no segment-level false alarms. Moderate confidence improves mechanism-first coverage but exposes a taxonomy error under the strict scorecard. No dataset-level conclusion should be drawn from one interview.",7,"[""Missed Overconfidence, Expectation, Omission, and Impact instances."",""Used Search satisficing instead of the target Confirmation Bias label."",""Did not promote the caregiver-expectation candidate.""]","[""Correctly localized Anchoring and Availability with full mechanisms and approved equivalent labels."",""Captured the Confirmation mechanism with a valid exact quote."",""Candidates were appropriately abstained from.""]","TP=3, FN=4, FP=0, F1=0.600 at high-and-moderate/all confidence.",2,3,"At high-and-moderate confidence, 3 of 7 positive segments are hits and 4 are misses; all 8 negative segments are correctly rejected.","TP=2, FN=5, FP=1, F1=0.400 at high-and-moderate/all confidence."
Analysis Gemini Embed HC_Counterfactual_5.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Counterfactual_5.json,ok,,HC_Counterfactual_5_Gemini_on,HC_Counterfactual_5,Gemini,Prompt 1_2,v1.0.0,on,,counterfactual,HC_Counterfactual_5,high_and_moderate,No change because there are no low-confidence identified occurrences.,"Segment hit rate rises from 0.4 to 1.0; strict F1 rises from 0.5714 to 0.6; mechanism-first F1 rises from 0.5714 to 1.0, with no added false alarms.",1.0,0,0,1.0,1.0,5,1.0,0,0,1.0,1.0,5,0.5714285714,3,0,1.0,0.4,2,5,1.0,0.0,0,1.0,5,0,5,1.0,0.0,0,1.0,5,0,5,0.5714285714,0.0,0,0.4,2,3,0.6,2,2,0.6,0.6,3,0.6,2,2,0.6,0.6,3,0.5714285714,3,0,1.0,0.4,2,0.4,0.4,0.0,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This single run shows perfect mechanism-first detection once moderate confidence is retained, while strict ontology matching exposes two near-neighbor label substitutions. No dataset-level or corpus-fidelity conclusion should be drawn from this interview alone.",5,"[""Availability bias and overconfidence bias were used instead of the benchmark's Risk Tolerance/aversion and Optimism Bias labels."",""The two mislabeled occurrences are moderate confidence, causing strict high-threshold sensitivity."",""One claimed corpus-supported occurrence cannot be independently verified from the supplied inputs.""]","[""All five hidden instances have valid, exact interview quotations and correct mechanism localization."",""Gambler's Fallacy, framing effect, and base-rate neglect are correctly labeled, with framing effect accepted as an established equivalent."",""Two plausible additional candidates were appropriately withheld from identified findings.""]","At high-and-moderate and all-confidence thresholds, all five hidden mechanisms are correctly localized and identified.",2,5,All five positive and five negative eligible segments are classified correctly when moderate confidence is included; high-only misses the three moderate-confidence positives.,"At high-and-moderate and all-confidence thresholds, 3 of 5 occurrences are strict true positives; two correctly localized full-mechanism findings use near-neighbor labels."
Analysis Gemini Embed HC_Vocab_Control_3.json,C:\Users\Joost\Thesis\Data_Analysis\1HC\Full\Analysis Gemini Embed HC_Vocab_Control_3.json,ok,,HC_Vocab_Control_3_Gemini_on,HC_Vocab_Control_3,Gemini,Prompt 1_2,v1.0.0,on,,vocabulary_control,HC_Vocab_Control_3,high_and_moderate,Adding low-confidence predictions changes nothing because no low-confidence occurrences were identified.,Adding moderate-confidence predictions adds three unsupported false positives and no true positives.,0.0,0,5,0.0,,0,0.0,0,5,0.0,,0,0.0,0,2,0.0,,0,13,,0.0,0,,0,0,13,,0.0,0,,0,0,13,,0.0,0,,0,0,0.0,0,5,0.0,,0,0.0,0,5,0.0,,0,0.0,0,2,0.0,,0,0.0,0.0,0.0,,k=25,,1,HC,valid_json,conformant,generated_not_prevalidated,ontology_free_rag_cognitive_bias_benchmark_evaluation,"This zero-bias vocabulary-control run shows correct segment-level rejection but severe instance-level overgeneration: five unsupported occurrences and two unrelated candidates, with no evidence of target-bias detection.",0,"[""The RAG output analyzes an unrelated ACL-rehabilitation interview rather than the supplied healthcare interview."",""All five identified occurrences use absent or invalid interview quotations."",""All five labels are different constructs from the zero-bias target set.""]","[""The RAG output is valid JSON with internally consistent occurrence counts."",""Confidence levels and candidates are explicitly separated.""]",No hidden instances were present; all five identified occurrences have no valid localization or mechanism match.,2,5,Zero-bias control: all 13 eligible negative segments were correctly rejected because none of the five RAG occurrences localized to this interview.,No hidden instances were present; all five identified occurrences are unsupported false positives from an unrelated interview.
